M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
414,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
415,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
416,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
416,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
417,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
418,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
419,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
420,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
421,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
422,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
423,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
424,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
425,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
426,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
427,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
428,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
429,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
430,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
431,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
432,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
432,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
433,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
434,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
435,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
436,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
437,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
438,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
439,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
440,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
441,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
442,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
443,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
444,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
445,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
446,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
447,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
448,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
448,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
449,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
450,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
451,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
452,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
453,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
454,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
455,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
456,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
457,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
458,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
459,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
460,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
461,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
462,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
463,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
464,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
464,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
465,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
466,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
467,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
468,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
469,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
470,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
471,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
472,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
473,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
474,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
475,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
476,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
477,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
478,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
479,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
480,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
480,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
481,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
482,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
483,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
484,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
485,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
486,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
487,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
488,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
489,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
490,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
491,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
492,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
493,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
494,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
495,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
496,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
496,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
497,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
498,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
499,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
500,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
501,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
502,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
503,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
504,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
505,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
506,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
507,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
508,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
509,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
510,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
511,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
512,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
512,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
513,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
514,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
515,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
516,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
517,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
519,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
520,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
522,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
523,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
525,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
526,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
528,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
529,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
531,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
532,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
534,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
535,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
536,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
537,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
538,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
540,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
541,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
543,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
544,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
546,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
547,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
549,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
550,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
551,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
552,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
553,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
555,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
556,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
557,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
558,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
561,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
562,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
563,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
564,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
566,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
567,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
568,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
569,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
570,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
571,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
572,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
573,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
574,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
576,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
577,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
579,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
580,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
582,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
583,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
585,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
586,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
588,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
589,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
590,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
591,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
592,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
593,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
594,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
596,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
597,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
600,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
601,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
602,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
603,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
605,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
606,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
607,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
608,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
609,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
610,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
611,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
612,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
613,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
615,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
616,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
618,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
619,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
621,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
622,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
624,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
625,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
626,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
627,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
628,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
629,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
630,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
631,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
632,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
633,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
634,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
635,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
636,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
638,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
639,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
640,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
641,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
642,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
644,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
645,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
646,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
647,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
648,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
649,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
650,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
651,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
652,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
654,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
655,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
656,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
657,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
658,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
659,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
660,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
661,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
663,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
664,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
665,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
666,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
667,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
669,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
670,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
671,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
672,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
673,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
674,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
675,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
677,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
678,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
679,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
680,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
681,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
682,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
683,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
684,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
685,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
686,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
687,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
688,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
689,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
690,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
691,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
692,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
693,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
694,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
695,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
696,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
697,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
698,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
699,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
700,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
701,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
702,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
703,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
704,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
705,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
706,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
707,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
708,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
709,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
710,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
711,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
712,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
713,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
714,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
715,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
717,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
718,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
719,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
720,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
721,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
722,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
723,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
724,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
725,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
726,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
727,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
728,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
729,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
730,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
731,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
732,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
733,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
734,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
735,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
736,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
737,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
738,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
739,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
740,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
741,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
742,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
743,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
744,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
745,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
746,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
747,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
748,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
749,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
750,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
751,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
752,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
753,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
754,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
755,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
756,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
757,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
758,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
759,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
760,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
761,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
762,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
763,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
764,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
765,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
766,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
767,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
768,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
769,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
771,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
773,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
774,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
776,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
777,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
778,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
779,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
780,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
783,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
784,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
786,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
787,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
789,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
790,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
793,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
795,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
796,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
797,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
798,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
799,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
801,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
802,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
804,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
805,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
807,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
808,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
810,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
811,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
813,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
814,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
816,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
817,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
819,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
821,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
822,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
824,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
825,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
826,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
828,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
831,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
832,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
833,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
834,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
836,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
837,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
840,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
841,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
843,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
844,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
846,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
847,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
849,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
850,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
852,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
853,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
855,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
856,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
858,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
859,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
861,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
863,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
864,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
865,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
867,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
868,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
870,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
871,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
873,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
874,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
876,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
878,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
879,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
882,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
883,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
884,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
885,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
888,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
889,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
890,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
891,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
893,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
894,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
895,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
896,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
897,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
898,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
901,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
903,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
904,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
906,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
907,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
909,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
910,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
912,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
913,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
915,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
916,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
918,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
920,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
921,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
922,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
924,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
926,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
927,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
929,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
930,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
932,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
